cat_num,term,bracketed,field,number,title,faculty,description,prerequisites,notes,meetings,building,room
0184,FALL,0,NEUROBIO,346,"Visual Processing in Primates",329cdb7a6460a7206ce66261679bc359,,,,,,
0184,SPRING,0,NEUROBIO,346,"Visual Processing in Primates",329cdb7a6460a7206ce66261679bc359,,,,,,
0187,SPRING,1,E-PSCI,240r,"Geochemical Modeling of Planetary Surfaces, Interiors and Formation",2f2eb94c5e0e70559044f06541db9249,"A review of various computer programs available for computation of geochemical equilibria at low and high temperatures and low and high pressures. The thermodynamic basis for the programs and a critical discussion of the available thermodynamic data bases for such computations. Applications to modeling of planetary surfaces, interiors and formation, in particular including modeling of elements with multiple oxidation states.",,"Given in alternate years.","Hours to be arranged",,
0196,FALL,0,BIOPHYS,333,"Topics in Biophysics and Molecular Biology",1933e56d34f6b7ed24afa1422b7eb0a7,,,,,,
0196,SPRING,0,BIOPHYS,333,"Topics in Biophysics and Molecular Biology",1933e56d34f6b7ed24afa1422b7eb0a7,,,,,,
0200,FALL,0,BCMP,344,"Molecular Pharmacology of Excitable Membranes",bb9fc3d2d8891079ddd9ab0c8490c3d8,,,,,,
0200,SPRING,0,BCMP,344,"Molecular Pharmacology of Excitable Membranes",bb9fc3d2d8891079ddd9ab0c8490c3d8,,,,,,
0202,FALL,0,CELLBIO,343,"Mechanisms of Mammalian Cell Differentiation and Gene Expression",0829cf71fa3190a4c5c69d967953e1d4,,,,,,
0202,SPRING,0,CELLBIO,343,"Mechanisms of Mammalian Cell Differentiation and Gene Expression",0829cf71fa3190a4c5c69d967953e1d4,,,,,,
0211,FALL,0,SHBT,206,"Molecular Biology of the Auditory System",cf51da1922bfc518d441539cc16dedcb,"Advances in molecular biology of hearing. Topics: Transcriptional and post-translational regulation of gene expression; cell fate determination during inner ear development; inner ear stem cells and regenerative capacity in various species; use of genomics in investigations of the inner ear; critical genes for generating functional hair cells.","Introductory courses in neurobiology and molecular biology are recommended.","Given in alternate years.","Tu., 4-6",,
0215,SPRING,1,SPANSH,152,"Magical Realism and Its Discontent: Latin American Novels That Didn't Boom",b113a1c6d7fc21bf79d923c1c611f693,"Carpentier and Garcia Marquez found a narrative form to express Latin America's aesthetic particularity through magic and marvel. Since the publication of Cien anos de soledad, its remarkable impact generated different experimental responses attempting to work through Latin American social reality in very different ways. We read novels and short stories by Carpentier, Garcia Marquez, Rulfo, Cortazar, Borges, Donoso, Saer, Cabrera Infante, Glantz, Bolano, Fuguet, Bellatin and Aira. Also comics and films.",,"Conducted in Spanish.","M., 3-5, and an additional weekly section hour to be arranged",,
0216,SPRING,0,BPH,222,"The Science of Human Nutrition",c9734c3a0f5463066658cffaa3d738c6,"A review of the biochemistry of carbohydrates, fats, proteins, vitamins, and minerals in the context of human disease. Contemporary topics are emphasized. Particular emphasis given to current knowledge of the mechanisms that may explain the role of diet in the causation and/or prevention of ischemic heart disease, diabetes, obesity, hypertension, and cancer. Recommended dietary intakes of selected nutrients are discussed in order to understand their limitations.","Introductory nutrition course. Prior familiarity with nutrition and the health sciences expected, as well as a basic knowledge of biochemistry and human physiology.","Offered jointly with the Medical School as BPH 733.0 and with the School of Public Health as NUT 202.","Tu., Th., 1:30-3:20",,
0218,FALL,0,COMPSCI,351,"Cryptography: Unbreakable Codes and Financial Cryptography",4be9442fed87550a69eb51565cd9c858,,,,,,
0218,SPRING,0,COMPSCI,351,"Cryptography: Unbreakable Codes and Financial Cryptography",4be9442fed87550a69eb51565cd9c858,,,,,,
0221,FALL,0,VIROLOGY,310,"Cellular Transformation by SV40",ca9dba0a2c214f7988df35fff617d22f,,,,,,
0221,SPRING,0,VIROLOGY,310,"Cellular Transformation by SV40",ca9dba0a2c214f7988df35fff617d22f,,,,,,
0230,FALL,0,ECON,2812hf,"Research in Labor Economics",2385b7a6f221e630e40d2444a5fbbaa7,"Participants discuss recent research in labor economics and present their own work in progress. Open to doctoral students in economics who have passed their oral examinations.",,,"Tu., 1-2:30","Littauer Center",M-16
0230,SPRING,0,ECON,2812hf,"Research in Labor Economics",2385b7a6f221e630e40d2444a5fbbaa7,"Participants discuss recent research in labor economics and present their own work in progress. Open to doctoral students in economics who have passed their oral examinations.",,,"Tu., 1-2:30",,
0235,SPRING,0,E-PSCI,100,"The Missing Matlab Course: An Introduction to Programming and Data Analysis",7edba0f5ca8a767c3b3e7ecaff527ecb,"An overview of modern computational tools with applications to the Earth Sciences. Introduction to the MATLAB programming and visualization environment. Topics include: statistical and time series analysis, visualization of two- and three-dimensional data sets, tools for solving linear/differential equations, parameter estimation methods. Labs emphasize applications of the methods and tools to a wide range of data in Earth Sciences.","Mathematics 1a, b; or equivalent.","Given in alternate years.","W., F., 2-5. Course time includes lecture and lab.","University Museum",103C
0239,SPRING,1,ENG-SCI,252r,"Advanced Topics in Robotics Research",5f8598b0937e71ec7db23b85e368c02a,"A graduate seminar course on advanced topics in robotics research. Students read and present research papers and undertake a research project. Spring 2013 will focus on robot design and manipulation.","Engineering Sciences 159/259 or equivalent, or permission of instructor.",,"Tu., Th., 11:30-1",,
0240,FALL,0,ARMEN,300,"Armenian Language and Literature",95ed776220db78d4fb2a6074cb6620b6,,,,,,
0240,SPRING,0,ARMEN,300,"Armenian Language and Literature",95ed776220db78d4fb2a6074cb6620b6,,,,,,
0243,FALL,0,MCB,326,"Biochemical Virology",549e8cd8db16b7c847d3d9ad605ccf38,,,,,,
0243,SPRING,0,MCB,326,"Biochemical Virology",549e8cd8db16b7c847d3d9ad605ccf38,,,,,,
0248,FALL,0,OEB,359,Paleobotany,b82cd196ee80b3be9390f75ba4f1ee32,,,,,,
0248,SPRING,0,OEB,359,Paleobotany,b82cd196ee80b3be9390f75ba4f1ee32,,,,,,
0249,SPRING,1,COMPSCI,187,"Computational Linguistics",,"Watson is the world Jeopardy champion. Siri responds accurately to ""Should I bring an umbrella tomorrow?"". How do they work? This course provides an introduction to the field of computational linguistics, the study of human language using the tools and techniques of computer science, with applications to a variety of natural-language-processing problems such as those deployed in Watson and Siri, and covers pertinent ideas from linguistics, logic programming, and statistical modeling.","Computer Science 121 or permission of the instructor.",,"M., W., 2:30-4",,
0251,FALL,0,APMTH,332,"Theoretical Mechanics in the Earth and Engineering Sciences",f96d4ee1144efb88d762f2b538386cf4,,,,,,
0251,SPRING,0,APMTH,332,"Theoretical Mechanics in the Earth and Engineering Sciences",f96d4ee1144efb88d762f2b538386cf4,,,,,,
0253,FALL,0,PHYSICS,143b,"Quantum Mechanics II",3d7840b2c66c1db65769db1d46a11744,"Time independent perturbation theory and its application to fine and hyperfine structure of atoms. Hartree-Fock theory, many electron theory, and the periodic table. Time dependent perturbation theory: two level systems, emission and absorption of radiation. Quantum theory of electromagnetism: the photon, Relativistic quantum mechanics: the Dirac equation. Scattering theory. Einstein-Podolsky-Rosen ""paradox"", Bell's inequality, and introduction to quantum information theory.","Physics 143a.",,"Tu., Th., 10&#8211;11:30 and a weekly section to be arranged; ","Jefferson Lab",356
0253,SPRING,0,PHYSICS,143b,"Quantum Mechanics II",618e2d812144167df04dea9b9882fcdb,"Time independent perturbation theory and its application to fine and hyperfine structure of atoms. Hartree-Fock theory, many electron theory, and the periodic table. Time dependent perturbation theory: two level systems, emission and absorption of radiation. Quantum theory of electromagnetism: the photon, Relativistic quantum mechanics: the Dirac equation. Scattering theory. Einstein-Podolsky-Rosen ""paradox"", Bell's inequality, and introduction to quantum information theory.","Physics 143a.",,"Tu., Th., 11:30&#8211;1 and a weekly section to be arranged",,
0255,FALL,0,COMPSCI,352,"Cryptography: Unbreakable Codes and Financial Cryptography",4be9442fed87550a69eb51565cd9c858,,,,,,
0255,SPRING,0,COMPSCI,352,"Cryptography: Unbreakable Codes and Financial Cryptography",4be9442fed87550a69eb51565cd9c858,,,,,,
0259,FALL,0,SOCIOL,305,"Teaching Practicum",458908b1d1ef32de0d790fe64551ab70,,,"Required of and limited to graduate students in Sociology. Attendance at first meeting is required. Not repeatable for credit.",,"William James Hall",501
0263,FALL,0,GOV,30,"American Government: A New Perspective",0d60e58bc45015673bb56c194d23c86e,"Provides an overview of contemporary American politics. It analyses the way in which recent changes in elections and media coverage have helped shape key aspects of American government, including the courts, Congress, and the Presidency, the workings of interest groups and political parties, and, also, the making of public policy. Permanent political campaigns have altered governmental institutions and processes. The course explains how and why.",,"This course, when taken for a letter grade, meets the General Education requirement for United States in the World or the Core area requirement for Social Analysis. This course fulfills the requirement that one of the eight General Education courses also engage substantially with Study of the Past.","M., W., at 1",CGIS-South,"S-010 Lecture Hall"
0264,SPRING,0,PHYSICS,153,Electrodynamics,bb14f8493bdbdb01b64b8b03ffbbc881,"Aimed at advanced undergraduates. Emphasis on the properties and sources of the electromagnetic fields and on the wave aspects of the fields. Course starts with electrostatics and subsequently develops the Maxwell equations. Topics: electrostatics, dielectrics, magnetostatics, electrodynamics, radiation, wave propagation in various media, wave optics, diffraction and interference. A number of applications of electrodynamics and optics in modern physics are discussed.","Physics 15a, b, and c, or written permission of the Head Tutor; Mathematics 21a, b or equivalent.",,"Tu., Th., 10-11:30","Jefferson Lab",256
